MSZoning,LotFrontage,LotArea,Street,LandContour,Neighborhood,BldgType,HouseStyle,YearBuilt,RoofMatl,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolQC,Fence,SaleType,SaleCondition,SalePrice,TotBath,TotalPorchSF,Pool
RL,64.0,6762,Pave,Lvl,CollgCr,1Fam,1Story,2007,CompShg,VinylSd,BrkFace,108.0,TA,PConc,Gd,TA,No,GLQ,1208,Ex,Y,SBrkr,1208,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,105,NA,NA,New,Partial,195400,3,54,No
RL,130.0,11457,Pave,Lvl,Timber,1Fam,1Story,1988,CompShg,HdBoard,None,0.0,TA,CBlock,Gd,TA,Mn,GLQ,1392,TA,Y,SBrkr,1412,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,175000,3,169,No
RM,21.0,1680,Pave,Lvl,BrDale,Twnhs,2Story,1971,CompShg,HdBoard,BrkFace,232.0,TA,CBlock,TA,TA,No,ALQ,483,TA,Y,SBrkr,987,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,COD,Abnorml,85400,2,0,No
RM,60.0,5586,Pave,Bnk,OldTown,1Fam,1.5Fin,1920,CompShg,MetalSd,None,0.0,TA,BrkTil,TA,TA,No,Unf,901,Gd,Y,SBrkr,1198,TA,Typ,0,NA,NA,NA,0,NA,NA,N,0,NA,MnPrv,ConLD,Abnorml,79900,1,98,No
RM,24.0,1920,Pave,Lvl,BrDale,TwnhsE,2Story,1971,CompShg,HdBoard,BrkFace,376.0,TA,CBlock,TA,TA,No,ALQ,765,Ex,Y,SBrkr,1365,TA,Min1,0,NA,Detchd,Unf,2,TA,TA,Y,240,NA,NA,WD,Normal,122500,3,36,No
RL,100.0,10839,Pave,Lvl,Gilbert,1Fam,2Story,1997,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,926,Ex,Y,SBrkr,1604,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,181000,3,36,No
RM,21.0,1890,Pave,Lvl,MeadowV,Twnhs,SFoyer,1972,CompShg,CmentBd,None,0.0,Gd,CBlock,Gd,TA,Av,ALQ,630,Gd,Y,SBrkr,630,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,88,NA,NA,WD,Normal,81000,2,0,No
RL,43.0,10667,Pave,Lvl,CollgCr,1Fam,2Story,1996,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,Av,GLQ,799,Ex,Y,SBrkr,1661,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,158,NA,NA,ConLw,Normal,212000,4,61,No
RM,40.0,4400,Pave,Lvl,OldTown,1Fam,1.5Fin,1920,CompShg,Stucco,None,0.0,TA,BrkTil,Fa,TA,No,Unf,648,TA,Y,FuseA,1118,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,116000,1,0,No
RM,50.0,6000,Pave,Lvl,BrkSide,1Fam,1.5Unf,1926,CompShg,Wd Sdng,None,0.0,TA,PConc,TA,TA,No,Unf,884,Gd,Y,SBrkr,904,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,119000,1,105,No
RL,40.0,4280,Pave,Lvl,Crawfor,1Fam,1Story,1913,CompShg,Stucco,None,0.0,TA,PConc,TA,TA,No,LwQ,440,TA,N,SBrkr,694,Gd,Typ,1,Gd,Detchd,Unf,1,Gd,TA,P,0,NA,MnPrv,WD,Normal,90350,1,34,No
RL,67.0,12354,Pave,Lvl,Edwards,1Fam,1.5Fin,1920,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,Fa,Mn,Unf,684,Gd,Y,SBrkr,1196,Gd,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,GdPrv,ConLI,Normal,110000,1,46,No
RL,105.0,15431,Pave,Lvl,NridgHt,1Fam,1Story,2008,CompShg,VinylSd,Stone,200.0,TA,PConc,Ex,TA,Gd,GLQ,3094,Ex,Y,SBrkr,2402,Ex,Typ,2,Gd,Attchd,Fin,3,TA,TA,Y,0,NA,NA,WD,Normal,555000,3,242,No
RL,92.0,12108,Pave,Lvl,Edwards,Duplex,1Story,1955,CompShg,VinylSd,BrkFace,270.0,TA,CBlock,TA,TA,No,ALQ,1440,TA,N,FuseF,1440,Fa,Typ,0,NA,NA,NA,0,NA,NA,Y,0,NA,NA,WD,Normal,118000,2,0,No
RM,52.0,6240,Pave,Lvl,BrkSide,1Fam,1.5Fin,1930,CompShg,MetalSd,None,0.0,TA,PConc,TA,TA,No,Unf,1078,TA,Y,SBrkr,1573,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,P,0,NA,NA,WD,Normal,162900,2,0,No
RL,53.0,3922,Pave,Lvl,Blmngtn,TwnhsE,1Story,2006,CompShg,Wd Shng,BrkFace,72.0,TA,PConc,Ex,TA,Av,Unf,1258,Ex,Y,SBrkr,1258,Gd,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,144,NA,NA,New,Partial,172500,2,16,No
RL,70.0,8750,Pave,Lvl,CollgCr,1Fam,2Story,1994,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,TA,No,GLQ,915,Ex,Y,SBrkr,1908,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,144,NA,NA,WD,Normal,210000,4,133,No
RL,73.0,9855,Pave,Lvl,Edwards,1Fam,1Story,1956,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,Unf,1436,Fa,Y,SBrkr,1689,TA,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,0,NA,MnPrv,COD,Normal,127500,1,0,No
RL,137.0,16492,Pave,Lvl,NAmes,1Fam,1Story,1966,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,No,ALQ,1517,Ex,Y,SBrkr,1888,Gd,Mod,1,Gd,Attchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,190000,3,0,No
RL,70.0,11214,Pave,Lvl,Gilbert,1Fam,2Story,1998,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,930,Gd,Y,SBrkr,1886,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,89,NA,NA,WD,Normal,199900,3,0,No
RM,50.0,8600,Pave,Bnk,IDOTRR,1Fam,1.5Fin,1937,CompShg,MetalSd,None,0.0,TA,BrkTil,TA,TA,No,Unf,780,TA,Y,SBrkr,1376,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,N,0,NA,NA,WD,Normal,119500,2,0,No
RM,50.0,6000,Pave,Lvl,OldTown,1Fam,1.5Fin,1948,CompShg,MetalSd,None,0.0,Gd,CBlock,TA,TA,No,ALQ,649,Ex,Y,SBrkr,1183,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,120000,2,176,No
RM,70.0,5684,Pave,Lvl,OldTown,1Fam,1Story,1930,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,Unf,813,Ex,Y,FuseA,813,Gd,Typ,0,NA,Detchd,Unf,1,Fa,Fa,N,0,NA,NA,WD,Normal,110000,1,113,No
RL,62.0,70761,Pave,Low,ClearCr,1Fam,1Story,1975,WdShngl,Plywood,None,0.0,TA,CBlock,Gd,TA,Gd,ALQ,1533,TA,Y,SBrkr,1533,Gd,Typ,2,TA,Attchd,Unf,2,TA,TA,Y,200,NA,NA,WD,Normal,280000,3,54,No
RL,70.0,9303,Pave,Lvl,Timber,1Fam,2Story,1996,CompShg,VinylSd,BrkFace,42.0,TA,PConc,Ex,TA,No,ALQ,872,Ex,Y,SBrkr,1756,TA,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,144,NA,NA,WD,Normal,204000,4,122,No
FV,75.0,9000,Pave,Lvl,Somerst,1Fam,2Story,2008,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,768,Ex,Y,SBrkr,1590,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,210000,3,30,No
RL,63.0,9297,Pave,Lvl,Mitchel,Duplex,1Story,1976,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,No,ALQ,1728,TA,Y,SBrkr,1728,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Family,188000,4,0,No
RL,80.0,9600,Pave,Lvl,NWAmes,1Fam,1Story,1973,CompShg,HdBoard,BrkFace,320.0,TA,CBlock,TA,TA,No,ALQ,1242,Fa,Y,SBrkr,1242,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,175500,2,0,No
RM,34.0,4571,Pave,Lvl,OldTown,1Fam,2Story,1916,CompShg,AsbShng,None,0.0,TA,BrkTil,TA,TA,No,Unf,624,Fa,N,SBrkr,1344,TA,Typ,0,NA,Detchd,Unf,3,Fa,Fa,Y,0,NA,NA,COD,Abnorml,98000,1,96,No
RL,70.0,53227,Pave,Low,ClearCr,1Fam,1Story,1954,Tar&Grv,Plywood,None,0.0,TA,CBlock,Gd,TA,Gd,BLQ,1364,Ex,Y,SBrkr,1663,Gd,Min1,2,Gd,Attchd,Fin,2,TA,TA,Y,224,NA,NA,WD,Normal,256000,2,137,No
RM,70.0,5100,Pave,Lvl,OldTown,1Fam,2Story,1925,CompShg,Wd Shng,None,0.0,Gd,PConc,TA,TA,No,Unf,588,Fa,Y,SBrkr,1666,Gd,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,192,NA,MnPrv,WD,Normal,161000,1,63,No
RL,70.0,7015,Pave,Bnk,BrkSide,1Fam,1.5Fin,1950,CompShg,MetalSd,BrkCmn,161.0,TA,CBlock,TA,TA,No,LwQ,709,TA,Y,SBrkr,1203,Gd,Typ,1,TA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,110000,2,248,No
FV,75.0,8004,Pave,Lvl,Somerst,1Fam,2Story,2009,CompShg,VinylSd,Stone,110.0,TA,PConc,Gd,TA,No,GLQ,832,Ex,Y,SBrkr,1935,TA,Typ,0,NA,BuiltIn,Fin,2,TA,TA,Y,0,NA,NA,New,Partial,263435,4,150,No
RL,60.0,7200,Pave,Lvl,SWISU,1Fam,2Story,1936,CompShg,Wd Sdng,None,0.0,Gd,PConc,Gd,Gd,No,ALQ,560,Ex,Y,SBrkr,1135,Gd,Typ,0,NA,Detchd,RFn,2,TA,TA,Y,256,NA,MnPrv,WD,Normal,155000,2,0,No
RL,60.0,8281,Pave,Lvl,Sawyer,1Fam,1Story,1965,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,Rec,864,Gd,Y,SBrkr,864,TA,Typ,1,Po,Detchd,Unf,1,TA,TA,Y,0,NA,GdWo,WD,Normal,62383,1,236,No
RL,74.0,11988,Pave,HLS,Crawfor,1Fam,2Story,1934,CompShg,Stucco,None,0.0,TA,CBlock,TA,TA,No,LwQ,715,Fa,Y,FuseA,1660,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,188700,2,0,No
RL,60.0,8430,Pave,HLS,CollgCr,1Fam,1Story,1978,CompShg,HdBoard,BrkFace,136.0,TA,CBlock,Gd,TA,No,Rec,1040,TA,Y,SBrkr,1040,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,0,NA,NA,WD,Normal,124000,2,0,No
RM,70.0,3072,Pave,Lvl,Blmngtn,TwnhsE,1Story,2004,CompShg,VinylSd,BrkFace,18.0,TA,PConc,Gd,TA,No,Unf,1375,Ex,Y,SBrkr,1414,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,144,NA,NA,WD,Normal,178740,2,20,No
RL,85.0,10628,Pave,Lvl,NAmes,1Fam,1Story,1970,Tar&Grv,Plywood,None,0.0,Gd,CBlock,TA,Gd,Gd,GLQ,1277,TA,Y,SBrkr,1277,TA,Typ,1,Po,Attchd,Unf,2,TA,TA,Y,0,NA,GdWo,WD,Normal,167000,2,176,No
RL,79.0,9480,Pave,Lvl,NAmes,1Fam,2Story,1942,CompShg,MetalSd,Stone,224.0,TA,CBlock,TA,TA,No,LwQ,728,Ex,Y,SBrkr,1644,Gd,Typ,2,Gd,Attchd,Unf,1,TA,TA,Y,168,NA,NA,WD,Normal,146500,2,0,No
RL,98.0,11428,Pave,Lvl,NridgHt,1Fam,1Story,2006,CompShg,VinylSd,Stone,248.0,TA,PConc,Gd,TA,No,Unf,1626,Ex,Y,SBrkr,1634,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,0,NA,NA,WD,Normal,250000,2,44,No
RL,76.0,9291,Pave,Lvl,SawyerW,1Fam,2Story,1993,CompShg,HdBoard,BrkFace,120.0,TA,PConc,Gd,TA,No,GLQ,832,Ex,Y,SBrkr,1710,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,144,NA,NA,WD,Normal,187000,3,70,No
RL,70.0,6820,Pave,Lvl,StoneBr,TwnhsE,1Story,1985,CompShg,HdBoard,None,0.0,TA,PConc,Gd,TA,Av,GLQ,1488,TA,Y,SBrkr,1502,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,212000,3,194,No
RL,92.0,11952,Pave,Lvl,NWAmes,1Fam,2Story,1977,WdShake,Plywood,None,0.0,TA,CBlock,Gd,TA,No,Unf,808,TA,Y,SBrkr,1969,TA,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,190000,3,276,No
RM,35.0,3675,Pave,Lvl,Edwards,TwnhsE,SLvl,2005,CompShg,VinylSd,BrkFace,80.0,TA,PConc,Gd,TA,Gd,GLQ,547,Ex,Y,SBrkr,1072,TA,Typ,0,NA,Basment,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,148000,2,28,No
RL,110.0,14977,Pave,Lvl,NridgHt,1Fam,1Story,2006,CompShg,VinylSd,BrkFace,304.0,TA,PConc,Ex,TA,Gd,GLQ,1976,Ex,Y,SBrkr,1976,Gd,Typ,1,Ex,Attchd,RFn,3,TA,TA,Y,250,NA,NA,New,Partial,440000,3,63,No
RL,41.0,5330,Pave,Lvl,StoneBr,TwnhsE,1Story,2000,CompShg,CmentBd,None,0.0,TA,PConc,Gd,TA,Av,GLQ,1494,Ex,Y,SBrkr,1652,Ex,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,96,NA,NA,WD,Normal,251000,3,48,No
RL,80.0,8480,Pave,Lvl,Sawyer,1Fam,1Story,1963,CompShg,HdBoard,None,0.0,TA,CBlock,TA,TA,No,GLQ,970,TA,Y,SBrkr,970,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,132500,2,216,No
RL,75.0,13125,Pave,Lvl,CollgCr,1Fam,1Story,1997,CompShg,VinylSd,BrkFace,215.0,TA,PConc,Gd,TA,Gd,GLQ,1478,Ex,Y,SBrkr,1493,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,140,NA,NA,WD,Normal,208900,3,39,No
RL,105.0,13693,Pave,Lvl,NridgHt,1Fam,2Story,2006,CompShg,VinylSd,BrkFace,772.0,TA,PConc,Gd,TA,Av,Unf,2153,Ex,Y,SBrkr,2643,Ex,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,414,NA,NA,WD,Normal,380000,3,84,No
RL,79.0,10637,Pave,Lvl,CollgCr,1Fam,1Story,2007,CompShg,VinylSd,Stone,336.0,TA,PConc,Ex,TA,Gd,GLQ,1705,Ex,Y,SBrkr,1718,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,208,NA,NA,WD,Normal,297000,3,44,No
RM,50.0,5925,Pave,Bnk,OldTown,1Fam,1Story,1937,CompShg,Stucco,BrkCmn,435.0,TA,BrkTil,Fa,TA,No,Rec,907,TA,Y,SBrkr,1131,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,MnPrv,WD,Alloca,89471,1,72,No
RL,98.0,16033,Pave,Lvl,NridgHt,1Fam,1Story,2004,CompShg,VinylSd,BrkFace,378.0,TA,PConc,Ex,TA,Gd,GLQ,1833,Ex,Y,SBrkr,1850,Gd,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,519,NA,NA,WD,Normal,326000,3,112,No
RL,72.0,11846,Pave,HLS,NridgHt,1Fam,1Story,2003,CompShg,VinylSd,BrkFace,562.0,TA,PConc,Ex,TA,Gd,GLQ,1792,Ex,Y,SBrkr,1792,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,206,NA,NA,WD,Normal,374000,3,49,No
RM,50.0,2500,Pave,Lvl,OldTown,1Fam,2Story,1915,CompShg,Stucco,None,0.0,TA,PConc,TA,TA,No,ALQ,910,Ex,Y,SBrkr,1826,Ex,Min2,1,Gd,Attchd,Unf,1,Fa,Fa,Y,0,NA,NA,WD,Normal,155000,3,0,No
RM,32.0,4500,Pave,Lvl,Mitchel,Twnhs,1Story,1998,CompShg,VinylSd,BrkFace,116.0,TA,PConc,Ex,TA,No,GLQ,1216,Ex,Y,SBrkr,1216,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,164000,3,125,No
RL,70.0,7758,Pave,Lvl,Sawyer,1Fam,1Story,1962,CompShg,Plywood,None,0.0,Gd,CBlock,TA,TA,No,ALQ,999,Gd,Y,SBrkr,999,Gd,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,132500,2,132,No
RL,80.0,9600,Pave,Lvl,NAmes,1Fam,1Story,1950,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,ALQ,1113,Gd,Y,SBrkr,1113,Gd,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,147000,1,200,No
RL,79.0,10289,Pave,Lvl,NAmes,1Fam,1Story,1965,CompShg,MetalSd,BrkFace,168.0,TA,CBlock,TA,TA,No,ALQ,1073,TA,Y,SBrkr,1073,TA,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,156000,3,0,No
RL,70.0,12243,Pave,Lvl,NWAmes,1Fam,1Story,1971,CompShg,Plywood,None,0.0,TA,CBlock,Gd,TA,Av,ALQ,1484,Gd,Y,SBrkr,1484,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,224,NA,NA,WD,Normal,175000,2,180,No
RL,60.0,10800,Pave,Lvl,OldTown,2fmCon,1.5Fin,1900,CompShg,Wd Sdng,None,0.0,Fa,CBlock,TA,Fa,No,BLQ,954,TA,N,FuseA,2414,TA,Mod,1,Gd,Attchd,Unf,2,TA,Fa,N,142,NA,NA,ConLD,Normal,160000,2,0,No
RM,21.0,1526,Pave,Lvl,MeadowV,Twnhs,SFoyer,1970,CompShg,CmentBd,None,0.0,Gd,CBlock,Gd,TA,Av,GLQ,630,TA,Y,SBrkr,630,Gd,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,86000,2,0,No
RM,70.0,2665,Pave,Lvl,MeadowV,TwnhsE,2Story,1976,CompShg,CmentBd,None,0.0,TA,PConc,Gd,TA,Mn,Unf,264,TA,Y,SBrkr,1304,TA,Typ,1,Gd,BuiltIn,Fin,1,TA,TA,Y,141,NA,NA,WD,Normal,115000,2,24,No
RL,79.0,9490,Pave,Lvl,NAmes,1Fam,1.5Fin,1941,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,BLQ,806,TA,Y,FuseA,1578,Fa,Typ,2,TA,Attchd,Unf,1,TA,TA,Y,0,NA,MnPrv,WD,Normal,133000,2,32,No
RL,105.0,15578,Pave,Lvl,Gilbert,1Fam,2Story,2006,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,728,Gd,Y,SBrkr,1456,TA,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,New,Partial,172785,3,0,No
RL,70.0,7931,Pave,Lvl,NAmes,1Fam,1Story,1960,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,BLQ,1269,TA,Y,FuseA,1269,TA,Typ,1,Fa,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,155000,2,0,No
RM,50.0,5784,Pave,Lvl,OldTown,1Fam,1Story,1938,CompShg,MetalSd,None,0.0,TA,BrkTil,Fa,TA,No,Unf,190,Gd,Y,FuseA,886,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,144,NA,NA,WD,Normal,91300,1,100,No
C (all),60.0,7879,Pave,Lvl,IDOTRR,1Fam,1Story,1920,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,Rec,720,TA,N,FuseA,720,TA,Typ,0,NA,NA,NA,0,NA,NA,N,0,NA,GdWo,WD,Abnorml,34900,1,638,No
RL,70.0,12692,Pave,Lvl,NoRidge,1Fam,1Story,1992,CompShg,BrkFace,None,0.0,TA,PConc,Gd,TA,No,GLQ,3200,Ex,Y,SBrkr,3228,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,264,NA,NA,WD,Normal,430000,4,366,No
RL,60.0,9120,Pave,Lvl,BrkSide,1Fam,1.5Fin,1925,CompShg,Wd Sdng,None,0.0,Gd,PConc,TA,TA,No,Rec,1026,Ex,Y,SBrkr,1820,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,N,0,NA,GdPrv,WD,Normal,184000,3,100,No
RL,65.0,7800,Pave,Lvl,Sawyer,1Fam,1Story,1967,CompShg,HdBoard,BrkFace,89.0,TA,PConc,TA,TA,No,ALQ,864,Ex,Y,SBrkr,899,Gd,Typ,0,NA,Attchd,Fin,1,TA,TA,Y,64,NA,MnPrv,WD,Normal,130000,1,0,No
RL,70.0,7535,Pave,Lvl,NAmes,1Fam,1Story,1958,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,BLQ,912,Fa,Y,SBrkr,912,TA,Typ,0,NA,Attchd,Fin,1,TA,TA,Y,12,NA,MnWw,WD,Normal,120000,2,285,No
RM,21.0,1890,Pave,Lvl,BrDale,Twnhs,2Story,1973,CompShg,HdBoard,BrkFace,285.0,TA,CBlock,TA,TA,No,BLQ,672,TA,Y,SBrkr,1218,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,144,NA,NA,WD,Normal,113000,2,28,No
FV,75.0,9803,Pave,Lvl,Somerst,1Fam,2Story,2005,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,GLQ,866,Gd,Y,SBrkr,1768,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,226700,3,108,No
RL,70.0,9170,Pave,Lvl,Edwards,1Fam,1Story,1965,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,ALQ,1214,Ex,Y,SBrkr,1214,TA,Typ,0,NA,Detchd,Unf,2,Fa,Fa,Y,0,NA,GdPrv,WD,Normal,140000,2,184,No
RL,100.0,15602,Pave,Lvl,Crawfor,1Fam,1Story,1959,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,ALQ,1501,TA,Y,SBrkr,1801,TA,Typ,2,TA,Attchd,Fin,2,TA,TA,Y,0,NA,GdWo,WD,Normal,289000,3,215,No
RL,24.0,2308,Pave,Lvl,NPkVill,TwnhsE,2Story,1974,CompShg,Brk Cmn,None,0.0,TA,CBlock,TA,TA,No,ALQ,855,TA,Y,SBrkr,1322,TA,Typ,1,Fa,Attchd,Unf,2,TA,TA,Y,260,NA,NA,WD,Normal,147000,4,0,No
RM,60.0,7596,Pave,Lvl,OldTown,Duplex,2Story,1952,CompShg,Wd Sdng,BrkFace,360.0,TA,CBlock,TA,TA,No,Unf,960,Gd,Y,SBrkr,1960,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,N,0,NA,NA,COD,Normal,124500,2,0,No
RL,80.0,9554,Pave,Lvl,SawyerW,1Fam,2Story,1993,CompShg,VinylSd,BrkFace,125.0,TA,PConc,Gd,TA,No,GLQ,777,Ex,Y,SBrkr,1911,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,182,NA,NA,WD,Normal,215000,3,81,No
FV,75.0,7862,Pave,Lvl,Somerst,1Fam,1Story,2009,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,GLQ,1218,Ex,Y,SBrkr,1218,Gd,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,0,NA,NA,New,Partial,208300,2,102,No
RM,60.0,9600,Pave,Lvl,OldTown,1Fam,2Story,1928,CompShg,MetalSd,None,0.0,Ex,BrkTil,TA,TA,No,Rec,689,Ex,Y,SBrkr,1378,Gd,Typ,1,Gd,Detchd,Unf,2,TA,TA,N,0,NA,NA,WD,Normal,161000,2,116,No
RL,80.0,9600,Pave,Lvl,NAmes,1Fam,1Story,1959,CompShg,MetalSd,BrkFace,132.0,TA,CBlock,TA,TA,No,ALQ,1041,Ex,Y,SBrkr,1041,TA,Typ,0,NA,Attchd,RFn,1,TA,TA,Y,224,NA,MnPrv,WD,Normal,124500,2,88,No
RL,75.0,14559,Pave,Lvl,NAmes,1Fam,1Story,1951,CompShg,Wd Sdng,BrkCmn,70.0,TA,CBlock,TA,TA,No,BLQ,1008,Ex,Y,SBrkr,1363,TA,Min1,2,TA,CarPort,Unf,1,TA,TA,Y,324,NA,NA,WD,Normal,164900,2,210,No
RL,40.0,6792,Pave,Lvl,NridgHt,TwnhsE,1Story,2005,CompShg,VinylSd,Stone,94.0,TA,PConc,Gd,TA,No,Unf,1368,Ex,Y,SBrkr,1368,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,132,NA,NA,New,Partial,202665,2,35,No
RL,70.0,9100,Pave,Lvl,NAmes,1Fam,1Story,1958,CompShg,VinylSd,None,0.0,TA,CBlock,TA,TA,No,BLQ,864,TA,Y,SBrkr,864,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,129900,2,0,No
RL,71.0,9187,Pave,Bnk,Mitchel,1Fam,1Story,1983,CompShg,VinylSd,None,0.0,Gd,PConc,TA,TA,No,ALQ,1084,TA,Y,SBrkr,1080,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,120,NA,NA,WD,Normal,134000,2,158,No
RL,55.0,10594,Pave,Lvl,Crawfor,1Fam,1.5Unf,1926,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,Unf,768,Fa,N,SBrkr,789,TA,Typ,0,NA,Detchd,Unf,1,Po,Po,Y,0,NA,MnPrv,WD,Normal,96500,1,112,No
RL,94.0,12220,Pave,Lvl,NridgHt,1Fam,1Story,2009,CompShg,CmentBd,BrkFace,305.0,TA,CBlock,Ex,TA,No,GLQ,2006,Ex,Y,SBrkr,2020,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,156,NA,NA,New,Partial,402861,4,54,No
RL,70.0,10448,Pave,Lvl,NWAmes,1Fam,SLvl,1972,CompShg,HdBoard,BrkFace,333.0,TA,CBlock,TA,TA,No,Unf,689,TA,Y,SBrkr,2119,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,NA,GdPrv,COD,Abnorml,158000,3,104,No
